SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20
GCF_001651265.1	0.0447801444357453	0.00467485798715071	0.044194003558314	0.0836493331140268	0.00647198257517624	0	0.123478523762743	0	0.032307487350675	0.0424334141702595	0.112355035418229	0.029650300503286	0	0.0646544373171018	0.0116113365890158	0.137949524536514	0.0269418665536158	0.00979425586992892	0.0574341513143569	0.0142341853751016
GCF_001899935.1	0	0	0.0752692411787947	0.0468882127940175	0.0189396416172496	0.217265813264371	0.116171337846735	0.0776551811728501	0.00659063732910679	0	0	0.0543187367393133	0.0853361997410658	0.0412314133212075	0.0872048253649034	0	0.157705286704399	0.0356233026095034	0.15895699543796	0
GCF_002749455.1	0	0.0106403954820749	0.107042026867003	0.0660370613912545	0.00335664596434972	0.140946313207348	0	0.023581267598138	0.0205542423559034	0	0	0.0080768039248723	0	0.0704585083385859	0.0108378144975803	0	0.139701189238468	0.0959083594828213	0.0437898382105296	0.0500163488782353
GCF_003075775.1	0	0.00777715616341021	0	0.0078171503098593	0.0227130840652493	0	0.298520699742809	0.134585678093668	0	0.249229705420876	0.0916595834029916	0.0491632602314869	0.0811505137261442	0.0573050641674341	0.0101601116420974	0.0998608737122929	0.02028561475462	0	0	0
GCF_003956975.1	0.0147204897544037	0.133717748939818	0	0.11483404564699	0.165511274529453	0	0	0.198583048290727	0.00317661235207706	0	0.0622297124122761	0.014103717205461	0.0740526525998001	0.0952990800222375	0.0144344510054577	0	0.023590099901772	0	0.143589259314283	0.0508294109973297
GCF_003979615.1	0	0.141210217294699	0.0113614976682745	0.0790326362996033	0.228108880258675	0	0.042976679591711	0.0181295814901746	0.0263111839839942	0.099236385236036	0	0	0.033474715972917	0	0.00848154220977578	0.0880675009882891	0.0283028804495754	0.00642384211363603	0.01648294022297	0.155612938825345
GCF_004920265.1	0	0.0235507485390855	0	0.0562967332152331	0.0634590235064326	0.0267831366340385	0	0.0347402209433941	0.0813176124098652	0.262533487606998	0.0113154516563829	0	0.0444145623378841	0.00984735810346207	0.0126395694989377	0.0339138965786258	0.0614437456480258	0.0773462093670469	0	0.0305701179890893
GCF_005861575.1	0.0845557416448862	0.0562074502312556	0	0.0288852410993507	0.0141067375451889	0.0512660166621986	0.076213767516847	0	0.134050280540067	0.0077419440073663	0.229731109774362	0.0749029257022274	0.00736945924811778	0.0882547630739484	0.0233505701642035	0	0.00870664526722788	0.1382093937245	0	0.0484893779189688
GCF_008123625.1	0	0.0494575376184625	0.109481911636043	0.161323945365797	0.0137262667176851	0	0	0.0220597229260042	0.0108256363287058	0	0	0.103128707743475	0	0.106290137232947	0.0227863214759534	0.014803090094539	0.0135546346952588	0.00147638366862462	0	0.0677482596181409
GCF_008762635.1	0.0293932441415671	0.0179832641455845	0	0.021711861186042	0.0679290853404029	0	0.0821826241367538	0	0.0105230010914838	0.00895551627856883	0.244963039662775	0	0.132754194596446	0	0	0.0126781183850211	0.00687116812953058	0.00666458078414096	0.0233168067318104	0.0153791831586938
GCF_009912675.1	0	0.0102044062771217	0.0725661206051342	0.0290256398986024	0.0292089957798421	0	0	0.0362596409231283	0.0132031820485296	0.00570593657223298	0	0.0175528950073332	0	0.0108863970303368	0.00420729512376489	0.036907753631456	0.0201939392553162	0.162342335849928	0	0.0493839738998865
GCF_013317125.1	0	0.0210326212129849	0.0170346889248952	0.0133598954757116	0.0283953958364572	0	0	0.062940363203809	0.00832380600513553	0.0806025536553877	0.0388799170683206	0.120032814015777	0.0276340905530485	0.0136990392092109	0.0223337946623014	0	0.0415078092092666	0.0410185584726737	0.0016053194314844	0
GCF_900038495.1	0	0.0320590389693203	0.0424176960007571	0.0211002412070294	0.0120639590009713	0	0.0183198421178058	0.0386371878857282	0.101902354115173	0.0445742275467183	0	0	0.0660139005331267	0.0142074533807774	0.0129216613348391	0.227502354846366	0.00419286188516464	0.0928452530625365	0	0.20721883941978
GCF_900125535.1	0.0155016927793428	0.0270132960071651	0	0.0373419539638998	0.102113105885082	0.0503510122276966	0	0	0.0055024637405566	0	0.0379704386505659	0.0287243665624574	0.014456784345343	0.0678447313401916	0.00910575596188458	0.0828678277288924	0.0183048784208408	0.0212833593548872	0.0552874501460709	0.0330154030008163
GCF_900155805.1	0.290470011312082	0.0155407081146457	0.241771309006536	0.0287614067028007	0.0365719620598287	0.0392765600905089	0.107543042875616	0.0869755395923106	0.0488694080822198	0.0164500445105818	0	0.012033510831059	0	0.0387843245159617	0.0608255230184177	0	0.037611973921045	0.006584683931621	0	0.0151445808481069
